"","ID","Genotype","Treatment","Date","LWP","SWP","PD","LWP.area","SWP.area","PD.area","species_geno"
"1153","Vru42.10","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1154","9018.3","9018","Drought",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1155","9018.8","9018","Control",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1156","b40-14.2","b40-14","Drought",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1157","b40-14.6","b40-14","Control",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1158","b42-34.1","b42-34","Drought",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1159","b42-34.9","b42-34","Control",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1160","NY1.5","NY1","Drought",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1161","NY1.9","NY1","Control",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1162","T48.2","T48","Drought",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1163","T48.6","T48","Control",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1164","T52.1","T52","Drought",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1165","T52.6","T52","Control",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1166","TXNM0821.3","TXNM0821","Drought",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1167","TXNM0821.7","TXNM0821","Control",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1168","V60-96.1","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1169","V60-96.7","V60-96","Control",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1170","Vru42.5","Vru42","Drought",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1171","Vru42.6","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1172","9018.10","9018","Control",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1173","9018.4","9018","Drought",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1174","b40-14.3","b40-14","Drought",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1175","b40-14.9","b40-14","Control",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1176","b42-34.10","b42-34","Control",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1177","b42-34.5","b42-34","Drought",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1178","NY1.2","NY1","Drought",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1179","NY1.8","NY1","Control",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1180","T48.1","T48","Drought",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1181","T48.8","T48","Control",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1182","T52.10","T52","Control",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1183","T52.4","T52","Drought",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1184","TXNM0821.2","TXNM0821","Drought",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1185","TXNM0821.9","TXNM0821","Control",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1186","V60-96.2","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1187","V60-96.6","V60-96","Control",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1188","Vru42.2","Vru42","Drought",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1189","Vru42.8","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1190","V60-96.4","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1191","9018.2","9018","Drought",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1192","9018.7","9018","Control",12.17,NA,NA,NA,NA,NA,NA,"9018"
"1193","b40-14.4","b40-14","Drought",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1194","b40-14.8","b40-14","Control",12.17,NA,NA,NA,NA,NA,NA,"b40-14"
"1195","b42-34.3","b42-34","Drought",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1196","b42-34.8","b42-34","Control",12.17,NA,NA,NA,NA,NA,NA,"b42-34"
"1197","NY1.3","NY1","Drought",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1198","NY1.7","NY1","Control",12.17,NA,NA,NA,NA,NA,NA,"NY1"
"1199","T48.5","T48","Drought",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1200","T48.9","T48","Control",12.17,NA,NA,NA,NA,NA,NA,"T48"
"1201","T52.2","T52","Drought",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1202","T52.9","T52","Control",12.17,NA,NA,NA,NA,NA,NA,"T52"
"1203","TXNM0821.6","TXNM0821","Control",12.17,NA,NA,NA,NA,NA,NA,"TXNM0821"
"1204","V60-96.10","V60-96","Control",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1205","V60-96.5","V60-96","Drought",12.17,NA,NA,NA,NA,NA,NA,"V60-96"
"1206","Vru42.4","Vru42","Drought",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
"1207","Vru42.7","Vru42","Control",12.17,NA,NA,NA,NA,NA,NA,"Vru42"
