ID,Genotype,Species,Treatment,Order within block,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 Water added for 80%SW,10/26 Pre Watering Weight,10/26 Water added for 80%SW,mpot @ 80% SW,10/28 pre water weight,10/28 Water added for 80%SW,mpot @ 80% SW,10/30 pre water weight,10/30 Water added for 80%SW,88,11/2 pre water weight,11/2 Water added for 80%SW,mpot @ 80% SW,11/2 post water weight,11/4 pre water,11/4 Water added,mpot target weight (80% for control and 50% for treatment),11/4 post water,11/6 pre water,11/6 water added,mpot target,11/6 post water,11/9 pre water,11/9 water added,mpot target,11/9 post water,11/11 pre water weight,11/11 water added,11/11 target weights,11/11 post water weight,11/13 pre water weight,11/13 water added,11/13 target weight,11/13 post water weight,11/15 control drained weight,11/16 pre water weight,11/16 water added,11/16 target weight,11/16 post water weight,11/18 pre water weight,11/18 water added,11/18 target weight,11/18 post water,11/20 pre water weight,11/20 water added,11/20 target weight,11/20 post water weight,11/23 pre water weight,11/23 water added,11/23 target weight,11/23 post water weight,11/25 pre water weight,11/25 water added,11/25 target weight,11/25 post water weight,11/27 pre water weight,11/27 water added,11/27 target weight,11/27 post water weight,11/30 pre water weight,11/30 water added,11/30 target weight,11/30 post water weight,12/2 pre water weight,12/2 water added,12/2 target weight,12/2 post water weight,12/4 pre water weight,12/4 water added,12/4 target weight,12/4 post water weight,12/7 pre water weight,12/7 water added,12/7 target weight,12/7 corrected target weights 90/20,12/9 pre water weight,12/9 water added,12/9 target weight,12/9 corrected target weights 90/20,12/9 post water weight,12/9 rewater Pre water weight,12/9 rewater water needed,12/9 Treatment rewater to 30%,12/9 rewater post water weight,12/11 pre-water weight,12/11 water added,12/11 target weights,12/11 post-water weight,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 water added,12/13 target weight,12/13 post-water weight,Notes,12/14 pre-water weight,12/14 water added,12/14 target weight,12/14 post water weight,12/15 midday weight,12/15 Pre water weight,12/15 target weight,12/15 post water weight,12/16 pre-water weight,12/16 water added,12/16 target weight,12/16 post-water weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 target weight,12/17 post water weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,,,
SC2.1,SC2,girdiana,Control,12,7.035,4.169309192,2.613690808,6.17,0.342261838,6.1,0.412261838,6.512261838,6.15,0.362261838,6.512261838,6.16,0.352261838,6.512261838,5.95,0.562261838,6.512261838,6.53,6.2475,0.264761838,6.512261838,6.5565,6.2,0.312261838,6.512261838,6.51,5.94,0.572261838,6.512261838,6.52,6.17,0.342261838,6.512261838,6.52,6.13,0.382261838,6.512261838,6.51,7.141,,6.512261838,6.512261838,,6.55,0.223630919,6.773630919,6.77,6.22,0.553630919,6.773630919,6.77,5.93,0.843630919,6.773630919,6.78,6.17,0.603630919,6.773630919,6.77,6.1125,0.661130919,6.773630919,6.814,6.42,0.353630919,6.773630919,6.77,6.62,0.153630919,6.773630919,6.77,6.42,0.353630919,6.773630919,6.77,6.47,6.850067549,6.850067549,6.512261838,6.48,0.370067549,6.850067549,6.512261838,6.85,,-0.076369081,6.773630919,,6.65,0.123630919,6.773630919,6.77,,,,6.773630919,6.773630919,,1000 ml,6.46,0.313630919,6.773630919,6.77,,,6.773630919,,5.84,0.933630919,6.773630919,6.77,,,6.41,,,,,,,,
Haines.3,Haines,shuttleworthii,Drought,13,6.977,4.13365831,2.59134169,6.36,0.098731662,6.17,0.288731662,6.458731662,6.23,0.228731662,6.458731662,6.2,0.258731662,6.458731662,6.07,,Dont Water Today,,5.965,-0.283670845,5.681329155,5.965,5.79,-0.108670845,5.681329155,5.79,5.57,0.111329155,5.681329155,5.91,5.72,-0.297805014,5.422194986,5.72,5.37,-0.206939183,5.163060817,,,5.38,-0.216939183,5.163060817,5.38,5.28,-0.116939183,5.163060817,5.28,5.18,-0.016939183,5.163060817,5.18,5.04,0.123060817,5.163060817,5.17,5.02,0.143060817,5.163060817,5.16,5.039,0.124060817,5.163060817,5.1985,4.95,0.213060817,5.163060817,5.16,4.99,0.173060817,5.163060817,4.99,4.9,0.003926648,4.903926648,4.9,4.79,4.883162953,4.883162953,4.903926648,4.77,0.113162953,4.883162953,4.903926648,4.8,4.84,0.363060817,5.163060817,5.18,5.04,0.123060817,5.163060817,5.17,,,,5.163060817,5.163060817,,,4.93,0.233060817,5.163060817,5.16,,,5.163060817,,4.97,-0.066073352,4.903926648,4.97,,,4.93,,,,,,,,
588155.01.6,588155.01,palmata,Control,14,7.1145,4.218175488,2.644324512,6.2,0.385635098,6.2,0.385635098,6.585635098,6.23,0.355635098,6.585635098,6.22,0.365635098,6.585635098,6.05,0.535635098,6.585635098,6.58,6.308,0.277635098,6.585635098,6.5885,6.24,0.345635098,6.585635098,6.59,5.96,0.625635098,6.585635098,6.58,6.21,0.375635098,6.585635098,6.59,6.17,0.415635098,6.585635098,6.58,7.2845,,6.585635098,6.585635098,,6.63,0.220067549,6.850067549,6.86,6.22,0.630067549,6.850067549,6.85,5.84,1.010067549,6.850067549,6.86,6.07,0.780067549,6.850067549,6.85,6.029,0.821067549,6.850067549,6.883,6.41,0.440067549,6.850067549,6.85,6.59,0.260067549,6.850067549,6.59,5.92,0.930067549,6.850067549,6.86,6.35,6.350104689,6.350104689,6.585635098,6.12,0.230104689,6.350104689,6.585635098,6.35,,0.500067549,6.850067549,,6.19,0.660067549,6.850067549,6.86,,,,6.850067549,6.850067549,,1000 ml,6.45,0.400067549,6.850067549,6.86,,,6.850067549,,5.78,1.070067549,6.850067549,6.89,,,6.47,,,,,,,,
2214.4.7,2214.4,bloodworthiana,Control,15,6.9,4.086328691,2.561671309,6.05,0.337665738,6,0.387665738,6.387665738,6.04,0.347665738,6.387665738,6.01,0.377665738,6.387665738,5.83,0.557665738,6.387665738,6.38,6.0275,0.360165738,6.387665738,6.3905,6.03,0.357665738,6.387665738,6.38,5.56,0.827665738,6.387665738,6.38,5.78,0.607665738,6.387665738,6.38,5.95,0.437665738,6.387665738,6.39,6.898,,6.387665738,6.387665738,,6.17,0.473832869,6.643832869,6.64,5.87,0.773832869,6.643832869,6.64,5.55,1.093832869,6.643832869,6.64,5.83,0.813832869,6.643832869,6.64,5.785,0.858832869,6.643832869,6.6685,6.26,0.383832869,6.643832869,6.64,6.55,0.093832869,6.643832869,6.64,6.24,0.403832869,6.643832869,6.65,6.39,6.9291987,6.9291987,6.420165738,6.5,0.4291987,6.9291987,6.420165738,6.92,,-0.243667131,6.676332869,,6.41,0.266332869,6.676332869,6.69,,,,6.676332869,6.676332869,,1000 ml,6.22,0.456332869,6.676332869,6.67,,,6.676332869,,5.52,1.123832869,6.643832869,6.66,,,6.25,,,,,,,,
TXNM0821.5,TXNM0821,riparia,Control,16,6.5945,3.89854689,2.44395311,5.49,0.615709378,5.61,0.495709378,6.105709378,5.71,0.395709378,6.105709378,5.81,0.295709378,6.105709378,5.51,0.595709378,6.105709378,6.1,5.684,0.421709378,6.105709378,6.1135,5.71,0.395709378,6.105709378,6.11,5.38,0.725709378,6.105709378,6.1,5.71,0.395709378,6.105709378,6.11,5.61,0.495709378,6.105709378,6.1,6.7245,,6.105709378,6.105709378,,,6.350104689,6.350104689,,6.1,0.250104689,6.350104689,6.35,5.36,0.990104689,6.350104689,6.35,5.6,0.750104689,6.350104689,6.36,5.5775,0.772604689,6.350104689,6.4525,6.06,0.290104689,6.350104689,6.35,6.26,0.090104689,6.350104689,6.36,5.93,0.420104689,6.350104689,6.36,6.09,6.406831244,6.406831244,6.105709378,6.15,0.256831244,6.406831244,6.105709378,6.43,,-0.079895311,6.350104689,,6.26,0.090104689,6.350104689,6.35,,,,6.350104689,6.350104689,,1000 ml,6.15,0.200104689,6.350104689,6.35,,,6.350104689,,5.42,0.930104689,6.350104689,6.35,,,6.01,,,,,,,,
NY1.10,NY1,riparia,Control,17,7.163,4.247987001,2.663012999,6.03,0.6003974,6.06,0.5703974,6.6303974,6.11,0.5203974,6.6303974,6.11,0.5203974,6.6303974,5.79,0.8403974,6.6303974,6.64,6.0915,0.5388974,6.6303974,6.6375,6.09,0.5403974,6.6303974,6.63,5.6,1.0303974,6.6303974,6.64,6.11,0.5203974,6.6303974,6.63,5.98,0.6503974,6.6303974,6.64,5.703,,6.6303974,6.6303974,,,6.8966987,6.8966987,,5.37,1.5266987,6.8966987,6.93,5.36,1.5366987,6.8966987,6.89,5.76,1.1366987,6.8966987,6.89,5.7895,1.1396987,6.9291987,6.958,6.1,0.8291987,6.9291987,6.92,6.7,0.2291987,6.9291987,6.92,6.31,0.6191987,6.9291987,6.92,6.35,6.840452878,6.840452878,6.6628974,6.4,0.440452878,6.840452878,6.6628974,6.86,,0.0691987,6.9291987,,6.34,0.5891987,6.9291987,6.93,,,,6.9291987,6.9291987,,1000 ml,6.19,0.7391987,6.9291987,6.92,,,6.9291987,,5.75,1.1791987,6.9291987,7,,,6.32,,,,,,,,
OCK1-S02.3,OCK1-S02,acerifolia,Drought,18,6.6535,3.934812442,2.466687558,5.71,0.450162488,5.9,0.260162488,6.160162488,5.74,0.420162488,6.160162488,5.7,0.460162488,6.160162488,5.46,,Dont Water Today,,5.1305,0.289656221,5.420156221,5.4235,5.06,0.360156221,5.420156221,5.44,4.78,0.640156221,5.420156221,5.44,5.01,0.163487465,5.173487465,5.2,4.77,0.156818709,4.926818709,,,4.41,0.516818709,4.926818709,4.92,4.58,0.346818709,4.926818709,4.92,4.48,0.446818709,4.926818709,4.93,4.4,0.526818709,4.926818709,4.92,4.51,0.416818709,4.926818709,4.92,4.515,0.411818709,4.926818709,4.996,4.41,0.516818709,4.926818709,4.92,4.6,0.326818709,4.926818709,4.6,4.37,0.310149954,4.680149954,4.68,4.34,4.918453111,4.918453111,4.680149954,4.62,0.298453111,4.918453111,4.680149954,,4.76,4.926818709,4.926818709,4.93,4.63,0.296818709,4.926818709,4.95,,,,4.926818709,4.926818709,,,4.55,0.376818709,4.926818709,4.92,,,4.926818709,,4.47,0.210149954,4.680149954,4.88,,,4.73,,,,,,,,
588155.01.5,588155.01,palmata,Drought,19,7.1045,4.212028784,2.640471216,5.95,0.626405757,6.05,0.526405757,6.576405757,6.16,0.416405757,6.576405757,6.13,0.446405757,6.576405757,5.92,,Dont Water Today,mealybugs,5.625,0.159264392,5.784264392,5.801,5.49,0.294264392,5.784264392,5.78,5.25,0.534264392,5.784264392,5.78,5.45,0.07021727,5.52021727,5.52,5.2,0.056170149,5.256170149,,,4.91,0.346170149,5.256170149,5.25,4.98,0.276170149,5.256170149,5.25,4.93,0.326170149,5.256170149,5.26,4.87,0.386170149,5.256170149,5.25,4.97,0.286170149,5.256170149,5.25,4.997,0.259170149,5.256170149,5.2885,4.88,0.376170149,5.256170149,5.25,5.03,0.226170149,5.256170149,5.03,4.87,0.122123027,4.992123027,4.99,4.78,4.761774838,4.761774838,4.992123027,4.72,0.041774838,4.761774838,4.992123027,,4.74,5.256170149,5.256170149,5.25,4.98,0.276170149,5.256170149,5.26,,,,5.256170149,5.256170149,,,4.96,0.296170149,5.256170149,5.25,,,5.256170149,,5.02,-0.027876973,4.992123027,5.02,,,4.97,,,,,,,,
1149.1,1149,treleasei,Drought,20,6.998,4.146566388,2.599433612,5.8,0.678113278,6.05,0.428113278,6.478113278,5.91,0.568113278,6.478113278,5.84,0.638113278,6.478113278,5.47,,Dont Water Today,,5.2065,0.491783194,5.698283194,5.692,5.27,0.428283194,5.698283194,5.69,4.99,0.708283194,5.698283194,5.69,5.24,0.198339833,5.438339833,5.43,5,0.178396472,5.178396472,,,4.76,0.418396472,5.178396472,5.17,4.91,0.268396472,5.178396472,5.18,4.82,0.358396472,5.178396472,5.17,4.76,0.418396472,5.178396472,5.17,4.84,0.338396472,5.178396472,5.17,4.8575,0.320896472,5.178396472,5.2015,4.75,0.428396472,5.178396472,5.17,4.91,0.268396472,5.178396472,4.91,4.74,0.178453111,4.918453111,4.91,4.71,4.699864438,4.699864438,4.918453111,4.66,0.039864438,4.699864438,4.918453111,,4.67,5.178396472,5.178396472,5.17,4.93,0.248396472,5.178396472,5.18,,,,5.178396472,5.178396472,,,4.84,0.338396472,5.178396472,5.18,,,5.178396472,,4.92,-0.001546889,4.918453111,4.92,,,4.86,,,,,,,,
CC12.4,CC12,californica,Drought,21,6.7715,4.007343547,2.512156453,5.44,0.829068709,5.6,0.669068709,6.269068709,6.35,-0.080931291,6.269068709,5.65,0.619068709,6.269068709,5.19,,Dont Water Today,,4.949,0.566421773,5.515421773,5.533,5.06,0.455421773,5.515421773,5.51,4.82,0.695421773,5.515421773,5.51,5.43,-0.165793872,5.264206128,5.43,4.78,0.232990483,5.012990483,,,4.65,0.362990483,5.012990483,5.01,4.79,0.222990483,5.012990483,5.02,4.76,0.252990483,5.012990483,5.02,4.69,0.322990483,5.012990483,5.01,4.76,0.252990483,5.012990483,5.01,4.7845,0.228490483,5.012990483,5.1195,4.72,0.292990483,5.012990483,5.01,4.79,0.222990483,5.012990483,4.79,4.67,0.091774838,4.761774838,4.76,4.62,4.973100279,4.973100279,4.761774838,4.76,0.213100279,4.973100279,4.761774838,,4.91,5.012990483,5.012990483,5.05,4.83,0.182990483,5.012990483,5.02,,,,5.012990483,5.012990483,,,4.73,0.282990483,5.012990483,5.03,,,5.012990483,,4.78,-0.018225162,4.761774838,4.78,,,4.73,,,,,,,,
UT12-075.5,UT12-075,girdiana,Drought,22,6.682,3.952330548,2.477669452,5.39,0.79646611,5.59,0.59646611,6.18646611,5.69,0.49646611,6.18646611,5.68,0.50646611,6.18646611,5.5,,Dont Water Today,,5.289,0.154165274,5.443165274,5.451,5.17,0.273165274,5.443165274,5.44,4.96,0.483165274,5.443165274,5.44,5.15,0.045398329,5.195398329,5.24,4.95,-0.002368616,4.947631384,,,4.7,0.247631384,4.947631384,4.95,4.75,0.197631384,4.947631384,4.95,4.7,0.247631384,4.947631384,4.94,4.62,0.327631384,4.947631384,4.94,4.69,0.257631384,4.947631384,4.94,4.721,0.226631384,4.947631384,4.9795,4.61,0.337631384,4.947631384,4.94,4.75,0.197631384,4.947631384,4.75,4.6,0.099864438,4.699864438,4.69,4.52,4.946468431,4.946468431,4.699864438,4.74,0.206468431,4.946468431,4.699864438,,4.87,4.947631384,4.947631384,4.94,4.77,0.177631384,4.947631384,4.94,,,,4.947631384,4.947631384,,,4.66,0.287631384,4.947631384,4.94,,,4.947631384,,4.71,-0.010135562,4.699864438,4.71,,,4.65,,,,,,,,
b40-14.5,b40-14,arizonica,Drought,23,7.077,4.195125348,2.629874652,5.72,0.83102507,5.89,0.66102507,6.55102507,5.93,0.62102507,6.55102507,5.86,0.69102507,6.55102507,5.5,,Dont Water Today,,5.257,0.505062674,5.762062674,5.7625,5.33,0.432062674,5.762062674,5.77,5.1,0.662062674,5.762062674,5.76,5.28,0.219075209,5.499075209,5.5,5.11,0.126087744,5.236087744,,,4.93,0.306087744,5.236087744,5.23,,5.236087744,5.236087744,,4.97,0.266087744,5.236087744,5.23,5,0.236087744,5.236087744,5.24,5.06,0.176087744,5.236087744,5.23,5.0855,0.150587744,5.236087744,5.2705,4.99,0.246087744,5.236087744,5.35,5.13,0.106087744,5.236087744,5.13,5,-0.026899721,4.973100279,5,4.88,4.78183519,4.78183519,4.973100279,4.84,-0.05816481,4.78183519,4.973100279,,4.83,5.236087744,5.236087744,5.23,5.07,0.166087744,5.236087744,5.23,,,,5.236087744,5.236087744,,,5,0.236087744,5.236087744,5.23,,,5.236087744,,5.02,-0.046899721,4.973100279,5.02,,,4.986,,,,,,,,
V37-96.9,V37-96,labrusca,Control,24,7.0385,4.171460539,2.615039461,6.1,0.415492108,6.11,0.405492108,6.515492108,6.18,0.335492108,6.515492108,6.23,0.285492108,6.515492108,6.18,0.335492108,6.515492108,6.51,6.3035,0.211992108,6.515492108,6.519,6.27,0.245492108,6.515492108,6.51,6.1,0.415492108,6.515492108,6.51,6.51,0.005492108,6.515492108,6.52,6.26,0.255492108,6.515492108,6.52,7.141,,6.515492108,6.515492108,,6.75,0.026996054,6.776996054,6.77,6.48,0.296996054,6.776996054,6.77,6.29,0.486996054,6.776996054,6.77,6.44,0.336996054,6.776996054,6.77,6.467,0.309996054,6.776996054,6.789,MISSING,#VALUE!,6.776996054,MISSING,,6.776996054,6.776996054,,,6.776996054,6.776996054,,,7.040918756,7.040918756,6.515492108,,7.040918756,7.040918756,6.515492108,,,6.776996054,6.776996054,,,6.776996054,6.776996054,,,,,6.776996054,6.776996054,,,,6.776996054,6.776996054,,,,6.776996054,,,6.776996054,6.776996054,,,,,,,,,,,,
ANU65.6,ANU65,arizonica,Control,25,6.8005,4.025168988,2.523331012,5.6,0.695833798,5.38,0.915833798,6.295833798,5.74,0.555833798,6.295833798,5.72,0.575833798,6.295833798,5.35,0.945833798,6.295833798,6.29,5.805,0.490833798,6.295833798,6.342,5.78,0.515833798,6.295833798,6.36,5.34,0.955833798,6.295833798,6.29,5.62,0.675833798,6.295833798,6.29,5.47,0.825833798,6.295833798,6.29,6.674,,6.295833798,6.295833798,,5.41,1.138166899,6.548166899,5.54,4.8,1.748166899,6.548166899,6.55,4.9,1.648166899,6.548166899,6.54,5.23,1.318166899,6.548166899,6.54,5.2345,1.313666899,6.548166899,6.5735,5.45,1.098166899,6.548166899,6.54,6.21,0.338166899,6.548166899,6.54,5.74,0.808166899,6.548166899,6.54,5.93,6.951502321,6.951502321,6.295833798,5.92,1.031502321,6.951502321,6.295833798,,,6.548166899,6.548166899,,6.22,0.328166899,6.548166899,6.54,,,,6.548166899,6.548166899,,1000 ml,5.93,0.618166899,6.548166899,6.55,,,6.548166899,,5.41,1.138166899,6.548166899,6.54,,,6.11,,,,,,,,
Vru42.3,Vru42,rupestris,Drought,26,7.313,4.340187558,2.720812442,6.18,0.588837512,6.17,0.598837512,6.768837512,6.22,0.548837512,6.768837512,6.25,0.518837512,6.768837512,6.01,,Dont Water Today,,5.703,0.249593779,5.952593779,5.9735,5.59,0.362593779,5.952593779,5.94,5.25,0.702593779,5.952593779,5.97,5.54,0.140512535,5.680512535,5.68,5.21,0.198431291,5.408431291,,,4.81,0.598431291,5.408431291,5.4,,5.408431291,5.408431291,,4.94,0.468431291,5.408431291,5.4,4.87,0.538431291,5.408431291,5.45,5.04,0.368431291,5.408431291,5.41,5.027,0.381431291,5.408431291,5.444,4.85,0.558431291,5.408431291,5.4,5.06,0.348431291,5.408431291,5.06,4.82,0.316350046,5.136350046,5.13,4.76,4.705398329,4.705398329,5.136350046,4.67,0.035398329,4.705398329,5.136350046,,5.48,5.408431291,5.408431291,5.4,4.95,0.458431291,5.408431291,5.41,,,,5.408431291,5.408431291,,,4.95,0.458431291,5.408431291,5.4,,,5.408431291,,5,0.136350046,5.136350046,5.13,,,5.002,,,,,,,,
T48.10,T48,mustangensis,Control,27,7.22,4.283023213,2.684976787,6.3,0.383004643,6.25,0.433004643,6.683004643,6.27,0.413004643,6.683004643,6.28,0.403004643,6.683004643,6.02,0.663004643,6.683004643,6.68,6.3095,0.373504643,6.683004643,6.7025,6.28,0.403004643,6.683004643,6.68,5.88,0.803004643,6.683004643,6.68,6.18,0.503004643,6.683004643,6.68,6.12,0.563004643,6.683004643,6.68,7.4345,,6.683004643,6.683004643,,,6.951502321,6.951502321,,6.67,0.281502321,6.951502321,7,5.95,1.001502321,6.951502321,6.95,6.13,0.821502321,6.951502321,6.96,6.0705,0.881002321,6.951502321,6.975,6.37,0.581502321,6.951502321,6.95,6.74,0.211502321,6.951502321,6.95,6.39,0.561502321,6.951502321,6.96,6.6,7.117836119,7.117836119,6.683004643,6.61,0.507836119,7.117836119,6.683004643,,,6.951502321,6.951502321,,6.69,0.261502321,6.951502321,6.96,,,,6.951502321,6.951502321,,1000 ml,6.6,0.351502321,6.951502321,6.95,,,6.951502321,,5.82,1.131502321,6.951502321,6.95,,,6.553,,,,,,,,
V60-96.4,V60-96,vulpina,Drought,28,6.69,3.957247911,2.480752089,5.61,0.583849582,5.71,0.483849582,6.193849582,5.74,0.453849582,6.193849582,5.79,0.403849582,6.193849582,5.59,,Dont Water Today,,5.397,0.052623955,5.449623955,5.495,5.25,0.199623955,5.449623955,5.45,5.04,0.409623955,5.449623955,5.44,5.17,0.031548747,5.201548747,5.2,4.99,-0.036526462,4.953473538,,,4.8,0.153473538,4.953473538,4.95,,4.953473538,4.953473538,,4.87,0.083473538,4.953473538,4.95,4.72,0.233473538,4.953473538,4.95,4.76,0.193473538,4.953473538,4.96,4.785,0.168473538,4.953473538,5.0245,4.7,0.253473538,4.953473538,4.95,4.77,0.183473538,4.953473538,4.77,4.67,0.035398329,4.705398329,4.71,4.86,4.809158774,4.809158774,4.705398329,4.57,0.239158774,4.809158774,4.705398329,4.8,4.78,0.153473538,4.953473538,5.03,4.87,0.083473538,4.953473538,4.95,,,,4.953473538,4.953473538,,,4.75,0.203473538,4.953473538,4.95,,,4.953473538,,4.78,-0.074601671,4.705398329,4.78,,,4.771,4.74,4.705398329,,4.74,4.69,,,
2970.6,2970,popenoi,Drought,29,7.393,4.389361189,2.751638811,6.508,0.334672238,6.33,0.512672238,6.842672238,6.51,0.332672238,6.842672238,6.5,0.342672238,6.842672238,6.32,,Dont Water Today,,6.1165,-0.099319406,6.017180594,6.1165,5.89,0.127180594,6.017180594,6.01,5.66,0.357180594,6.017180594,6.01,5.77,-0.027983287,5.742016713,5.77,5.59,-0.123147168,5.466852832,,,5.36,0.106852832,5.466852832,5.46,5.3,0.166852832,5.466852832,5.46,5.26,0.206852832,5.466852832,5.47,5.19,0.276852832,5.466852832,5.47,5.24,0.226852832,5.466852832,5.46,5.258,0.208852832,5.466852832,5.4815,5.11,0.356852832,5.466852832,5.46,5.28,0.186852832,5.466852832,5.28,5.12,0.071688951,5.191688951,5.19,4.99,4.84374559,4.84374559,5.191688951,4.99,-0.14625441,4.84374559,5.191688951,4.99,5.11,0.476852832,5.466852832,5.57,5.35,0.116852832,5.466852832,5.46,,,,5.466852832,5.466852832,,,5.17,0.296852832,5.466852832,5.47,,,5.466852832,,5.24,-0.048311049,5.191688951,5.24,,,5.1785,,,,,,,,
UT12-075.9,UT12-075,girdiana,Control,30,6.84,4.049448468,2.538551532,6.014,0.306729805,5.86,0.610729805,6.470729805,6.085,0.385729805,6.470729805,6.05,0.420729805,6.470729805,5.84,0.630729805,6.470729805,6.48,6.126,0.344729805,6.470729805,6.487,6.05,0.282289694,6.332289694,6.33,5.65,0.682289694,6.332289694,6.33,5.9,0.432289694,6.332289694,6.33,5.88,0.452289694,6.332289694,6.33,7.0485,,6.332289694,6.332289694,,6.33,0.256144847,6.586144847,6.59,5.89,0.696144847,6.586144847,6.59,5.65,0.936144847,6.586144847,6.58,5.89,0.696144847,6.586144847,6.58,5.8475,0.738644847,6.586144847,6.596,6.48,0.106144847,6.586144847,6.72,6.85,-0.263855153,6.586144847,6.85,6.53,0.056144847,6.586144847,6.59,6.55,6.745748375,6.745748375,6.332289694,6.51,0.235748375,6.745748375,6.332289694,6.74,,-0.153855153,6.586144847,,6.67,-0.083855153,6.586144847,6.67,,,,6.586144847,6.586144847,,600 ml,6.22,0.366144847,6.586144847,6.59,,,6.586144847,,5.78,0.806144847,6.586144847,6.62,,,6.2785,,,,,,,,
CC12.7,CC12,californica,Control,31,6.89,4.080181987,2.557818013,5.888,0.478876509,5.9,0.616876509,6.516876509,6.081,0.435876509,6.516876509,6.08,0.436876509,6.516876509,5.73,0.786876509,6.516876509,6.52,6.0465,0.470376509,6.516876509,6.519,5.93,0.448436397,6.378436397,6.38,5.46,0.918436397,6.378436397,6.37,5.85,0.528436397,6.378436397,6.37,5.74,0.638436397,6.378436397,6.37,6.8285,,6.378436397,6.378436397,,5.99,0.644218199,6.634218199,6.63,5.67,0.964218199,6.634218199,6.64,5.43,1.204218199,6.634218199,6.65,5.75,0.884218199,6.634218199,6.63,5.681,0.953218199,6.634218199,6.644,6.14,0.494218199,6.634218199,6.63,6.66,-0.025781801,6.634218199,6.66,6.49,0.144218199,6.634218199,6.64,6.29,6.884199629,6.884199629,6.378436397,6.36,0.524199629,6.884199629,6.378436397,6.9,,-0.265781801,6.634218199,,6.75,-0.115781801,6.634218199,6.75,,,,6.634218199,6.634218199,,1000 ml,6.61,0.024218199,6.634218199,6.63,,,6.634218199,,5.78,0.854218199,6.634218199,6.65,,,6.3285,,,,,,,,
9018.1,9018,acerifolia,Drought,32,7.006,4.151483751,2.602516249,6.114,0.359936862,6.01,0.613936862,6.623936862,6.2,0.423936862,6.623936862,6.24,0.383936862,6.623936862,6,,Dont Water Today,6,5.727,0.098842154,5.825842154,5.8315,5.53,0.174741876,5.704741876,5.71,5.2,0.504741876,5.704741876,5.7,5.38,0.064490251,5.444490251,5.45,5.15,0.034238626,5.184238626,,,4.89,0.294238626,5.184238626,5.18,,5.184238626,5.184238626,,4.92,0.264238626,5.184238626,5.2,4.94,0.244238626,5.184238626,5.19,4.93,0.254238626,5.184238626,5.24,4.957,0.227238626,5.184238626,5.235,4.83,0.354238626,5.184238626,5.18,4.98,0.204238626,5.184238626,4.98,4.81,0.113987001,4.923987001,4.92,4.71,5.303404364,5.303404364,4.923987001,5.03,0.273404364,5.303404364,4.923987001,5.3,5.22,-0.115761374,5.184238626,5.22,5.06,0.124238626,5.184238626,5.19,,,,5.184238626,5.184238626,,,4.94,0.244238626,5.184238626,5.18,,,5.184238626,,4.96,-0.036012999,4.923987001,4.96,,,4.8915,,,,,,,,
V57-96.3,V57-96,vulpina,Drought,33,7.15,4.239996286,2.658003714,6.358,0.248839369,6.18,0.576839369,6.756839369,6.35,0.406839369,6.756839369,6.42,0.336839369,6.756839369,6.24,,Dont Water Today,6.24,6,-0.057901578,5.942098422,6,5.78,0.040998143,5.820998143,5.82,5.46,0.360998143,5.820998143,5.82,5.58,-0.024802228,5.555197772,5.58,5.16,0.1293974,5.2893974,,,5.16,0.1293974,5.2893974,5.28,5.11,0.1793974,5.2893974,5.28,5.06,0.2293974,5.2893974,5.28,5.01,0.2793974,5.2893974,5.28,5.06,0.2293974,5.2893974,5.28,5.0875,0.2018974,5.2893974,5.306,4.97,0.3193974,5.2893974,5.28,5.11,0.1793974,5.2893974,5.11,4.97,0.053597029,5.023597029,5.02,4.96,4.682559424,4.682559424,5.023597029,4.85,-0.167440576,4.682559424,5.023597029,4.85,4.97,0.4393974,5.2893974,5.31,5.14,0.1493974,5.2893974,5.28,,,,5.2893974,5.2893974,,,5.1,0.1893974,5.2893974,5.28,,,5.2893974,,5.14,-0.116402971,5.023597029,5.14,,,5.1115,,,,,,,,
T48.3,T48,mustangensis,Drought,34,7.5545,4.488630455,2.813869545,6.366,0.614166202,6.37,0.760166202,7.130166202,6.56,0.570166202,7.130166202,6.64,0.490166202,7.130166202,6.31,,Dont Water Today,6.31,5.94,0.328665506,6.268665506,6.26,5.88,0.267565228,6.147565228,6.14,5.54,0.607565228,6.147565228,6.14,5.73,0.136178273,5.866178273,5.86,5.52,0.064791319,5.584791319,,,5.25,0.334791319,5.584791319,5.58,,5.584791319,5.584791319,,5.25,0.334791319,5.584791319,,5.24,0.344791319,5.584791319,5.58,5.29,0.294791319,5.584791319,5.58,5.3185,0.266291319,5.584791319,5.612,5.21,0.374791319,5.584791319,5.58,5.37,0.214791319,5.584791319,5.37,5.21,0.093404364,5.303404364,5.3,5.13,4.992123027,4.992123027,5.303404364,5.09,-0.097876973,4.992123027,5.303404364,5.09,5.23,0.494791319,5.584791319,5.58,5.41,0.174791319,5.584791319,5.59,,,,5.584791319,5.584791319,,,5.33,0.254791319,5.584791319,5.58,,,5.584791319,,5.36,-0.056595636,5.303404364,5.36,,,5.268,,,,,,,,
