,m`Pot (kg),Dry weight of soil (kg),m`H2O (kg),10/23 Pre Watering Weight (kg),10/23 SWC,10/26 Pre Watering Weight,10/26 SWC,mpot @ 80% SW,10/28 pre water weight,10/28 SWC,mpot @ 80% SW_1,10/30 pre water weight,10/30 SWC,mpot @ 80% SW_2,11/2 pre water weight,11/2 SWC,mpot @ 80% SW_3,11/4 pre water,11/4 SWC,mpot target weight (80% for control and 50% for treatment),11/6 pre water,11/6 SWC,mpot target,11/9 pre water,11/9 SWC,mpot target_1,11/11 pre water weight,11/11 SWC,11/11 target weights,11/13 pre water weight,11/13 SWC,11/13 target weight,11/16 pre water weight,11/16 SWC,11/16 target weight,11/18 pre water weight,11/18 SWC,11/18 target weight,11/20 pre water weight,11/20 SWC,11/20 target weight,11/23 pre water weight,11/23 SWC,11/23 target weight,11/25 pre water weight,11/25 SWC,11/25 target weight,11/27 pre water weight,11/27 SWC,11/27 target weight,11/30 pre water weight,11/30 SWC,11/30 target weight,12/2 pre water weight,12/2 SWC,12/2 target weight,12/4 pre water weight,12/4 SWC,12/4 target weight,12/7 pre water weight,12/7 SWC,12/7 target weight (corrected post experiment),12/9 pre water weight,12/9 SWC,12/9 Treatment rewater to 30%,12/11 pre-water weight,12/11 SWC,12/11 target weights,12/11 Pre-Dawn Bench 1 Pot Weights,midday pot weights,12/13 pre-water weight,12/13 SWC,12/13 target weight,Notes,12/14 pre-water weight,12/14 SWC,12/14 target weight,12/15 midday weight,12/15 Pre water weight,12/15 SWC,12/15 target weight,12/16 pre-water weight,12/16 SWC,12/16 target weight,12/16 Pre Dawn Pot Weights,12/16 midday weight,12/17 Pre Dawn Pot Weights,12/17 pre water weight,12/17 SWC,12/17 target weight,12/18 Pre Dawn Pot Weights,12/18 Mid Day weight,ID,Genotype,Species,Treatment
45,7.348,4.361701021,2.734298979,6.257,0.600994621,6.335,0.629521129,6.801140204,6.436,0.666459298,6.801140204,6.359,0.638298515,6.801140204,6.2545,0.60008031,6.801140204,6.416,0.659144809,6.801140204,6.4245,0.662253467,6.801140204,6.0755,0.534615633,6.801140204,6.36,0.63866424,6.801140204,6.32,0.624035262,6.801140204,NA,#VALUE!,6.801140204,6.7,0.763010554,7.074570102,6.22,0.587462816,7.074570102,6.006,0.509197783,7.074570102,6.21,0.583805572,7.074570102,6.1465,0.560582069,7.074570102,6.72,0.770325043,7.074570102,7.05,0.891014113,7.074570102,6.71,0.766667799,7.074570102,6.787,0.794828582,7.074570102,6.68,0.755696065,7.074570102,NA,#VALUE!,NA,6.802,6.53,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,588155.01.8,588155.01,palmata,Control
46,7.48,4.442837512,2.785162488,6.0535,0.487821624,6.1025,0.505414853,6.922967502,6.279,0.56878638,6.922967502,6.3285,0.586559131,6.922967502,6.1835,0.534497536,6.922967502,6.3695,0.601279996,6.922967502,6.402,0.612948974,6.922967502,5.9545,0.452276122,6.922967502,6.36,0.597869064,6.922967502,6.3,0.576326335,6.922967502,NA,#VALUE!,6.922967502,NA,#VALUE!,7.201483751,6.89,0.788163167,7.201483751,5.9815,0.46197035,7.201483751,6.28,0.569145425,7.201483751,6.229,0.550834106,7.201483751,6.96,0.813296351,7.201483751,6.93,0.802524987,7.201483751,6.88,0.784572713,7.201483751,6.9725,0.817784419,7.201483751,6.69,0.716354072,7.201483751,NA,#VALUE!,NA,6.774,6.4885,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,T52.7,T52,aestivalis,Control
48,7.256,4.305151346,2.698848654,6.1765,0.600014622,6.2755,0.636696931,6.716230269,6.4055,0.684865619,6.716230269,6.4285,0.693387772,6.716230269,6.2265,0.61854104,6.716230269,6.437,0.696537263,6.716230269,6.407,0.685421412,6.716230269,6.145,0.588342978,6.716230269,6.36,0.668006578,6.716230269,6.38,0.675417146,6.716230269,NA,#VALUE!,6.716230269,6.81,0.834744346,6.986115135,6.28,0.638364308,6.986115135,NA,#VALUE!,6.986115135,6.15,0.59019562,6.986115135,6.0315,0.546288007,6.986115135,6.54,0.734701685,6.986115135,6.66,0.77916509,6.986115135,6.41,0.686532997,6.986115135,6.469,0.708394171,6.986115135,6.27,0.634659024,6.986115135,NA,#VALUE!,NA,6.64,50,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,SC2.7,SC2,girdiana,Control
53,7.314,4.340802229,2.721197771,5.6205,0.377663756,6.167,0.578494436,6.769760446,6.325,0.636557103,6.769760446,6.2765,0.61873407,6.769760446,6.007,0.519696799,6.769760446,6.2845,0.621673951,6.769760446,6.268,0.615610445,6.769760446,5.742,0.422313212,6.769760446,6.19,0.586946597,6.769760446,6.08,0.546523221,6.769760446,NA,#VALUE!,6.769760446,6.17,0.579596892,7.041880223,5.7,0.406878832,7.041880223,5.4865,0.328420735,7.041880223,5.67,0.395854275,7.041880223,5.504,0.334851726,7.041880223,6.1,0.553872926,7.041880223,6.04,0.531823812,7.041880223,5.9,0.480375879,7.041880223,5.994,0.502976221,7.074380223,6.02,0.512530837,7.074380223,NA,#VALUE!,NA,6.5505,6.0945,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,Haines2.7,Hanes2,shuttleworthii,Control
54,7.108,4.21418013,2.64181987,5.778,0.496559165,5.877,0.534033333,6.579636026,6.0675,0.606142716,6.579636026,6.108,0.621473057,6.579636026,5.956,0.563936961,6.579636026,6.1465,0.636046344,6.579636026,6.179,0.64834847,6.579636026,5.8445,0.521731207,6.579636026,6.15,0.637371188,6.579636026,6.13,0.62980065,6.579636026,NA,#VALUE!,6.579636026,6.52,0.777426157,6.843818013,6.09,0.614659572,6.843818013,5.8115,0.509239818,6.843818013,5.96,0.565451069,6.843818013,5.855,0.52570574,6.843818013,6.54,0.784996696,6.843818013,6.5,0.769855619,6.843818013,6.36,0.716861846,6.843818013,6.4385,0.734274086,6.876318013,6.32,0.689418643,6.876318013,NA,#VALUE!,NA,6.67,6.4265,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NY1.6,NY1,riparia,Control
55,7.218,4.281793872,2.684206128,5.486,0.354744041,6.003,0.5473522,6.681158774,6.012,0.550705146,6.681158774,5.976,0.53729336,6.681158774,5.645,0.413979432,6.681158774,5.9715,0.535616886,6.681158774,5.959,0.530960016,6.681158774,5.503,0.361077385,6.681158774,5.99,0.542509054,6.681158774,5.91,0.512705084,6.681158774,NA,#VALUE!,6.681158774,NA,#VALUE!,6.949579387,6.48,0.725058373,6.949579387,5.409,0.326057719,6.949579387,5.76,0.456822639,6.949579387,5.8145,0.477126594,6.949579387,6.36,0.680352417,6.949579387,6.64,0.784666314,6.949579387,6.31,0.661724936,6.949579387,6.444,0.699538723,6.982079387,6.02,0.54157768,6.982079387,6.79,0.828440895,6.982079387,NA,NA,5.9965,0.532822764,6.982079387,NA,6.04,0.549028673,6.982079387,6.63,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,T52.6,T52,aestivalis,Control
57,7.266,4.31129805,2.70270195,5.64,0.398379832,6.043,0.547489874,6.72545961,6.152,0.587819885,6.72545961,6.149,0.586709885,6.72545961,5.8805,0.487364857,6.72545961,6.119,0.575609882,6.72545961,6.102,0.56931988,6.72545961,5.59,0.379879827,6.72545961,6.1,0.56857988,6.72545961,6,0.53157987,6.72545961,NA,#VALUE!,6.72545961,5.91,0.49827986,6.995729805,5.75,0.439079844,6.995729805,5.455,0.329929813,6.995729805,5.85,0.476079854,6.995729805,5.828,0.467939852,6.995729805,6.1,0.56857988,6.995729805,6.5,0.716579921,6.995729805,6.38,0.672179909,6.995729805,6.482,0.697894916,7.028229805,6.15,0.575054882,7.028229805,6.7,0.778554938,7.028229805,NA,NA,5.842,0.46109485,7.028229805,NA,6.21,0.597254888,7.028229805,6.54,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,255189.01.9,255189.01,riparia,Control
59,7.376,4.378911792,2.745088208,5.7645,0.412951469,6.0045,0.500380354,6.826982358,6.0695,0.52405901,6.826982358,6.0204,0.506172517,6.826982358,5.779,0.418233631,6.826982358,5.964,0.485626729,6.826982358,5.9485,0.479980281,6.826982358,5.56,0.338454774,6.826982358,6.01,0.502383932,6.826982358,5.91,0.46595523,6.826982358,NA,#VALUE!,6.826982358,NA,#VALUE!,7.101491179,6.48,0.673598831,7.101491179,6.2115,0.575787767,7.101491179,6.15,0.553384115,7.101491179,6.0255,0.508030381,7.101491179,6.55,0.699098922,7.101491179,6.64,0.731884754,7.101491179,6.59,0.713670403,7.101491179,6.6725,0.731884754,7.133991179,6.32,0.60347358,7.133991179,6.89,0.811117181,7.133991179,NA,NA,6.083,0.517137556,7.133991179,NA,6.3,0.59618784,7.133991179,6.53,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,b40-14.6,b40-14,arizonica,Control
60,7.266,4.31129805,2.70270195,6.3415,0.657934905,6.4475,0.697154916,6.72545961,6.558,0.738039927,6.72545961,6.153,0.588189885,6.72545961,6.3838,0.673585909,6.72545961,6.5155,0.722314923,6.72545961,6.4605,0.701964917,6.72545961,6.19,0.601879889,6.72545961,6.39,0.67587991,6.72545961,6.35,0.661079906,6.72545961,NA,#VALUE!,6.72545961,NA,#VALUE!,6.995729805,6.86,0.849779958,6.995729805,6.1865,0.600584889,6.995729805,6.28,0.635179898,6.995729805,6.365,0.666629907,6.995729805,6.81,0.831279953,6.995729805,7,0.901579973,6.995729805,6.79,0.823879951,6.995729805,6.783,0.82128995,6.995729805,6.64,0.768379935,6.995729805,6.98,0.894179971,6.995729805,NA,NA,6.1585,0.590224886,6.995729805,NA,6.28,0.635179898,6.995729805,6.71,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,V60-96.7,V60-96,vulpina,Control
61,7.316,4.342031569,2.721968431,6.09555,0.551629627,6.3025,0.627659164,6.771606314,6.4065,0.665866808,6.771606314,6.443,0.679276221,6.771606314,6.258,0.611310701,6.771606314,6.432,0.675235028,6.771606314,6.4415,0.67872515,6.771606314,6.152,0.572368295,6.771606314,6.46,0.685521702,6.771606314,6.4,0.66347883,6.771606314,NA,#VALUE!,6.771606314,6.79,0.806757494,7.043803157,6.33,0.637762147,7.043803157,5.99,0.512852543,7.043803157,6.28,0.619393088,7.043803157,6.1825,0.583573422,7.043803157,6.72,0.781040811,7.043803157,6.98,0.87655992,7.043803157,6.76,0.795736059,7.043803157,6.7535,0.793348081,7.043803157,6.52,0.707564573,7.043803157,6.79,0.806757494,7.043803157,NA,NA,6.03,0.52754779,7.043803157,NA,6.16,0.575307345,7.043803157,6.59,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9035.7,9035,berlandieri,Control
65,7.164,4.248601671,2.663398329,6.12,0.608019578,6.2715,0.664901795,6.631320334,6.32,0.683111613,6.631320334,6.3095,0.679169281,6.631320334,6.199,0.637680932,6.631320334,6.2835,0.669407317,6.631320334,6.2755,0.666403635,6.631320334,5.9,0.52541834,6.631320334,6.31,0.679357011,6.631320334,6.19,0.634301791,6.631320334,NA,#VALUE!,6.631320334,6.62,0.795749665,6.897660167,6.09,0.596755773,6.897660167,5.918,0.532176623,6.897660167,6.14,0.615528782,6.897660167,6.039,0.577607304,6.897660167,6.68,0.818277276,6.897660167,6.8,0.863332497,6.897660167,6.63,0.799504267,6.897660167,6.63,0.799504267,6.897660167,6.58,0.780731258,6.897660167,6.8,0.863332497,6.897660167,NA,NA,6.0125,0.56765761,6.897660167,NA,6.24,0.653074799,6.897660167,6.51,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,2214.4.9,2214.4,bloodworthiana,Control
66,7.372,4.376453111,2.743546889,6.2765,0.600699371,6.4255,0.65500863,6.823290622,6.5345,0.694738223,6.823290622,6.545,0.698565385,6.823290622,6.353,0.628582984,6.823290622,6.557,0.702939285,6.823290622,6.55,0.700387844,6.823290622,6.26,0.594685258,6.823290622,6.56,0.70403276,6.823290622,6.49,0.678518343,6.823290622,NA,#VALUE!,6.823290622,6.86,0.813380263,7.097645311,6.58,0.711322594,7.097645311,6.397,0.644620617,7.097645311,6.56,0.70403276,7.097645311,6.5655,0.706037464,7.097645311,NA,#VALUE!,7.097645311,NA,#VALUE!,7.097645311,NA,#VALUE!,7.097645311,NA,#VALUE!,7.097645311,NA,#VALUE!,7.097645311,NA,#VALUE!,7.097645311,NA,NA,NA,#VALUE!,7.097645311,NA,NA,#VALUE!,7.097645311,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,V37-96.3,V37-96,labrusca,Control
68,7.196,4.268271124,2.675728876,5.8895,0.51172183,6.225,0.637108225,6.660854225,6.173,0.617674268,6.660854225,6.08,0.582917384,6.660854225,5.886,0.510413775,6.660854225,6.1575,0.611881454,6.660854225,6.143,0.60646237,6.660854225,5.63,0.414738909,6.660854225,6.13,0.601603881,6.660854225,6.05,0.571705485,6.660854225,NA,#VALUE!,6.660854225,6.35,0.683824468,6.928427112,5.81,0.482010299,6.928427112,5.5375,0.38016889,6.928427112,5.96,0.538069791,6.928427112,5.7425,0.456783528,6.928427112,6.32,0.67261257,6.928427112,6.46,0.724934762,6.928427112,6.1,0.590391983,6.928427112,6.14,0.593194957,6.960927112,6,0.540872765,6.960927112,6.41,0.694102042,6.960927112,6.6015,NA,5.8085,0.469303481,6.960927112,NA,5.91,0.50723707,6.960927112,6.46,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,b42-24.6,b42-24,peninsularis,Control
70,6.846,4.05313649,2.54086351,5.467,0.457271123,5.822,0.596987404,6.337827298,5.79,0.58439326,6.337827298,5.77,0.57652192,6.337827298,5.5415,0.486591863,6.337827298,5.8455,0.606236228,6.337827298,5.7525,0.569634498,6.337827298,5.32,0.399416775,6.337827298,5.76,0.57258625,6.337827298,5.65,0.529293882,6.337827298,NA,#VALUE!,6.337827298,NA,#VALUE!,6.591913649,6.13,0.718206036,6.591913649,5.5705,0.498005306,6.591913649,5.59,0.505679862,6.591913649,5.3635,0.416536939,6.591913649,5.94,0.643428308,6.591913649,6.02,0.674913667,6.591913649,5.8,0.58832893,6.591913649,5.9205,0.622962825,6.624413649,5.68,0.528309964,6.624413649,6.23,0.744771808,6.624413649,NA,NA,5.4255,0.428147166,6.624413649,NA,5.77,0.563730993,6.624413649,6.23,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9018.8,9018,acerifolia,Control
71,7.374,4.377682451,2.744317549,6.0105,0.503155165,6.324,0.617391216,6.82513649,6.3765,0.636521655,6.82513649,6.44,0.659660377,6.82513649,6.3,0.608645873,6.82513649,6.5295,0.692273221,6.82513649,6.5315,0.693002,6.82513649,6.34,0.623221445,6.82513649,6.57,0.707030988,6.82513649,6.59,0.714318775,6.82513649,NA,#VALUE!,6.82513649,6.99,0.860074502,7.099568245,6.81,0.794484425,7.099568245,6.6715,0.744016504,7.099568245,6.76,0.776264959,7.099568245,NA,#VALUE!,7.099568245,NA,#VALUE!,7.099568245,NA,#VALUE!,7.099568245,NA,#VALUE!,7.099568245,NA,#VALUE!,7.099568245,NA,#VALUE!,7.099568245,NA,#VALUE!,7.099568245,NA,NA,NA,#VALUE!,7.099568245,NA,NA,#VALUE!,7.099568245,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,UT12-075.10,UT12-075,girdiana,Control
72,6.476,3.825708449,2.398291551,4.5318,0.189339595,4.9525,0.364756133,5.99634169,4.951,0.364130687,5.99634169,4.98,0.376222628,5.99634169,4.6405,0.234663526,5.99634169,5.0435,0.40269981,5.99634169,4.9635,0.369342731,5.99634169,4.52,0.184419426,5.99634169,5.13,0.438767151,5.99634169,5.06,0.409579707,5.99634169,NA,#VALUE!,5.99634169,5.95,0.780677208,6.236170845,4.8,0.301169201,6.236170845,4.6175,0.225073366,6.236170845,5.02,0.392901168,6.236170845,4.8945,0.340572251,6.236170845,5.54,0.609722179,6.236170845,5.62,0.643079258,6.236170845,5.43,0.563856196,6.236170845,5.6465,0.65412879,6.236170845,5.25,0.488802769,6.236170845,6.14,0.859900269,6.236170845,NA,NA,5.135,0.440851968,6.236170845,NA,5.2,0.467954595,6.236170845,5.66,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,1149.8,1149,treleasei,Control
76,7.134,4.23016156,2.65183844,5.7515,0.478663564,6.151,0.629313768,6.603632312,6.111,0.614229893,6.603632312,6.117,0.616492474,6.603632312,5.759,0.481491791,6.603632312,6.107,0.612721505,6.603632312,6.033,0.584816336,6.603632312,5.74,0.47432695,6.603632312,6.12,0.617623764,6.603632312,6.04,0.587456014,6.603632312,NA,#VALUE!,6.603632312,NA,#VALUE!,6.868816156,6.54,0.776004454,6.868816156,6.247,0.665515068,6.868816156,6.21,0.651562484,6.868816156,5.958,0.55653407,6.868816156,6.57,0.78731736,6.868816156,6.73,0.847652861,6.868816156,6.39,0.719439922,6.868816156,6.4785,0.752812996,6.868816156,6.39,0.719439922,6.868816156,6.67,0.825027048,6.868816156,NA,NA,5.9025,0.535605193,6.868816156,NA,6.06,0.594997952,6.868816156,6.4,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,b42-34.9,b42-34,cinerea,Control
77,7.104,4.211721449,2.640278551,5.4465,0.372225328,5.8345,0.51917952,6.57594429,5.7495,0.486985947,6.57594429,5.76,0.4909628,6.57594429,5.4065,0.357075412,6.57594429,5.793,0.503461481,6.57594429,5.68,0.460662967,6.57594429,5.28,0.3091638,6.57594429,5.82,0.513687675,6.57594429,5.64,0.44551305,6.57594429,NA,#VALUE!,6.57594429,5.83,0.517475154,6.839972145,5.66,0.453088009,6.839972145,5.529,0.403472032,6.839972145,5.59,0.426575654,6.839972145,5.7955,0.504408351,6.839972145,6.44,0.748511383,6.839972145,6.42,0.740936425,6.839972145,6.33,0.706849113,6.839972145,6.5055,0.761010065,6.872472145,6.51,0.76271443,6.872472145,6.95,0.929363514,6.872472145,NA,NA,6.1295,0.618600848,6.872472145,NA,6.3,0.683177368,6.872472145,6.52,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,CC12.8,CC12,californica,Control
78,6.984,4.137961003,2.594038997,5.6335,0.479383308,5.9425,0.598502566,6.465192201,5.967,0.607947297,6.465192201,5.996,0.619126774,6.465192201,5.7185,0.512150742,6.465192201,6.1175,0.665964929,6.465192201,5.968,0.608332796,6.465192201,5.6,0.466469085,6.465192201,6,0.620668771,6.465192201,6.02,0.628378755,6.465192201,NA,#VALUE!,6.465192201,6.42,0.782578442,6.7245961,5.96,0.605248803,6.7245961,5.605,0.468396581,6.7245961,5.95,0.601393811,6.7245961,5.8515,0.563422138,6.7245961,6.57,0.840403325,6.7245961,6.55,0.83269334,6.7245961,6.35,0.755593497,6.7245961,6.486,0.80802139,6.7245961,5.82,0.551278913,6.7245961,6.83,0.940633121,6.7245961,NA,NA,5.8855,0.576529111,6.7245961,NA,5.98,0.612958787,6.7245961,6.39,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9031.7,9031,berlandieri,Control
79,7.214,4.27933519,2.68266481,6.071,0.573931117,6.406,0.698806949,6.677467038,6.2945,0.657243799,6.677467038,6.299,0.658921235,6.677467038,6.168,0.610089193,6.677467038,6.355,0.679796001,6.677467038,6.296,0.657802944,6.677467038,6.05,0.566103079,6.677467038,6.35,0.677932183,6.677467038,6.32,0.666749272,6.677467038,NA,#VALUE!,6.677467038,6.75,0.827037654,6.945733519,6.33,0.670476909,6.945733519,6.1345,0.59760161,6.945733519,6.35,0.677932183,6.945733519,6.258,0.643637924,6.945733519,6.85,0.864314021,6.945733519,6.98,0.912773299,6.945733519,6.75,0.827037654,6.945733519,6.8475,0.863382112,6.945733519,6.77,0.834492927,6.945733519,7.01,0.92395621,6.945733519,NA,NA,6.215,0.627609086,6.945733519,NA,6.42,0.70402564,6.945733519,6.61,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,588155.01.10,588155.01,palmata,Control
83,7.482,4.444066852,2.785933148,5.94,0.446505024,6.334,0.587929811,6.92481337,6.33,0.586494026,6.92481337,6.23,0.55059941,6.92481337,5.936,0.44506924,6.92481337,6.334,0.587929811,6.92481337,6.1935,0.537497876,6.92481337,5.86,0.406123582,6.95731337,6.27,0.564957257,6.92481337,6.1,0.50393641,6.92481337,NA,#VALUE!,6.92481337,NA,#VALUE!,7.203406685,6.18,0.532652102,7.203406685,5.898,0.431429286,7.203406685,6.22,0.547009949,7.203406685,6.102,0.504654302,7.203406685,6.95,0.809040644,7.203406685,7.17,0.888008799,7.203406685,6.96,0.812630106,7.203406685,6.84,0.769556567,7.203406685,6.69,0.715714643,7.203406685,6.86,0.77673549,7.203406685,NA,NA,6.462,0.633874919,7.203406685,NA,6.43,0.622388642,7.203406685,6.9,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,TX6704.9,TX6704,monticola,Control
85,6.978,4.134272981,2.591727019,5.63,0.479883495,5.955,0.605282504,6.459654596,6.091,0.657757166,6.459654596,6.01,0.626503875,6.459654596,5.8535,0.566119429,6.459654596,6.119,0.668560773,6.459654596,6.039,0.637693325,6.459654596,5.79,0.541618391,6.459654596,6.06,0.64579603,6.459654596,5.99,0.618787012,6.459654596,NA,#VALUE!,6.459654596,NA,#VALUE!,6.718827298,6.33,0.749973668,6.718827298,5.611,0.472552476,6.718827298,5.79,0.541618391,6.718827298,5.7325,0.519432413,6.718827298,6.23,0.711389358,6.718827298,6.56,0.838717582,6.718827298,6.26,0.722964651,6.718827298,6.14,0.676663478,6.718827298,5.97,0.61107015,6.718827298,6.51,0.819425427,6.718827298,NA,NA,5.6745,0.497053513,6.718827298,NA,6.08,0.653512892,6.718827298,6.29,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,TXNM0821.7,TXNM0821,riparia,Control
87,6.456,3.813415042,2.390584958,5.4315,0.571443802,5.574,0.631052644,5.977883008,5.575,0.631470952,5.977883008,5.59,0.637745567,5.977883008,5.447,0.577927571,5.977883008,5.6485,0.662216565,5.977883008,5.577,0.632307567,5.977883008,5.33,0.528985575,5.977883008,5.6,0.641928643,5.977883008,5.53,0.612647107,5.977883008,NA,#VALUE!,5.977883008,NA,#VALUE!,6.216941504,5.95,0.788336324,6.216941504,5.3525,0.538397497,6.216941504,5.52,0.60846403,6.216941504,5.3985,0.55763965,6.216941504,6.02,0.81761786,6.216941504,6.18,0.884547086,6.216941504,5.86,0.750688635,6.216941504,5.76,0.681667871,6.281941504,5.98,0.773695556,6.281941504,6.42,0.957750926,6.281941504,NA,NA,5.247,0.467076041,6.281941504,NA,5.54,0.589640186,6.281941504,5.85,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NY1.9,NY1,riparia,Control
89,7.264,4.310068709,2.701931291,5.9875,0.527560155,6.317,0.649509962,6.723613742,6.274,0.63359542,6.723613742,6.18,0.59880549,6.723613742,6.0705,0.558278923,6.723613742,6.3435,0.659317762,6.723613742,6.28,0.635816054,6.723613742,5.67,0.410051615,6.723613742,6.32,0.650620279,6.723613742,6.29,0.63951711,6.723613742,NA,#VALUE!,6.723613742,6.75,0.809765703,6.993806871,6.3,0.643218166,6.993806871,6.034,0.544770067,6.993806871,6.27,0.632114997,6.993806871,6.2265,0.616015402,6.993806871,6.82,0.835673097,6.993806871,6.99,0.898591056,6.993806871,6.7,0.791260421,6.993806871,6.55,0.735744576,6.993806871,6.65,0.772755139,6.993806871,7.05,0.920797394,6.993806871,NA,NA,6.3575,0.664499241,6.993806871,NA,6.3,0.643218166,6.993806871,6.66,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,V57-96.6,V57-96,vulpina,Control
92,6.928,4.103539462,2.572460538,5.878,0.591830474,6.084,0.671909447,6.413507892,6.08,0.670354516,6.413507892,6.05,0.658692529,6.413507892,5.926,0.610489652,6.413507892,6.1925,0.714086965,6.413507892,6.08,0.670354516,6.413507892,5.87,0.58872061,6.413507892,6.1,0.678129173,6.413507892,6.1,0.678129173,6.413507892,NA,#VALUE!,6.413507892,6.58,0.864720957,6.670753946,6.18,0.709227804,6.670753946,5.703,0.523802219,6.670753946,5.97,0.627593899,6.670753946,5.7695,0.549652956,6.670753946,6.41,0.798636367,6.670753946,6.54,0.849171642,6.670753946,6.19,0.713115133,6.670753946,6.06,0.662579858,6.670753946,6.19,0.713115133,6.670753946,6.67,0.899706916,6.670753946,NA,NA,6.13,0.68979116,6.670753946,NA,6.13,0.68979116,6.670753946,6.2,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,9025.1,9025,cinerea,Control
93,7.064,4.187134633,2.624865367,5.75,0.499402896,6.042,0.610646697,6.539026927,6.0465,0.612361071,6.539026927,6,0.594645876,6.539026927,5.847,0.536357173,6.539026927,6.102,0.633505012,6.539026927,6.03,0.606075034,6.539026927,5.73,0.491783458,6.539026927,6.08,0.62512363,6.539026927,6.01,0.598455596,6.539026927,NA,#VALUE!,6.539026927,6.99,0.971808078,6.801513463,6.18,0.663220822,6.801513463,5.8125,0.523213642,6.801513463,6.09,0.62893335,6.801513463,5.994,0.592360045,6.801513463,6.64,0.838467906,6.801513463,6.76,0.884184536,6.801513463,6.45,0.766083241,6.801513463,6.44,0.762273522,6.801513463,6.57,0.811799871,6.801513463,6.9,0.937520605,6.801513463,NA,NA,6.109,0.636171816,6.801513463,NA,6.29,0.705127734,6.801513463,6.5,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,C56-94.6,C56-94,rotundifolia var. munsoniana,Control
